Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Name_Clean,Cluster,SVD_Component_1,SVD_Component_2,Combined_Cluster
LEGO Harry Potter: Years 5-7,PS3,,Action,Warner Bros. Interactive Entertainment,0.36,0.41,0.0,0.15,0.91,76.0,27.0,8.3,48.0,Traveller's Tales,E10+,lego harry potter years 5 7,9,0.022760051482759707,0.045245071260597416,0
Tokyo Xtreme Racer 3,PS2,2003.0,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63.0,15.0,8.9,23.0,Genki,E,tokyo xtreme racer 3,1,0.005080258268712723,0.009818720510577975,0
Xenoblade Chronicles,Wii,2010.0,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92.0,59.0,8.9,950.0,Monolith Soft,T,xenoblade chronicles,1,0.004084093989886986,0.004073695021256617,0
Assassin's Creed,PC,2008.0,Adventure,Ubisoft,0.01,0.83,0.0,0.07,0.91,,,,,,,assassin s creed,1,0.008692200368657034,0.006719716914283055,0
Glover,N64,1998.0,Platform,Hasbro Interactive,0.72,0.17,0.0,0.01,0.91,,,,,,,glover,1,0.0,0.0,0
Colin McRae Rally 2.0,PS,2000.0,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,90.0,13.0,8.7,31.0,Codemasters,E,colin mcrae rally 2 0,1,0.012492379696225036,0.007777794083831666,0
Dynasty Warriors 7,PS3,2011.0,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57.0,25.0,7.4,57.0,Omega Force,T,dynasty warriors 7,1,0.06832402374888365,0.03627672130861748,0
NBA 2K14,XOne,2013.0,Sports,Take-Two Interactive,0.7,0.11,0.0,0.09,0.91,86.0,15.0,5.7,183.0,Visual Concepts,E,nba 2k14,1,-0.00688734547347791,-0.030264327328991775,0
Namco Museum,XB,,Misc,Unknown,0.77,0.11,0.0,0.04,0.91,59.0,7.0,tbd,,Mass Media,E,namco museum,1,0.003000115792736395,0.002454091862083597,0
SSX,PS3,2012.0,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81.0,38.0,6.8,110.0,EA Canada,E,ssx,1,0.0007973079426804285,0.001105324645752704,0
Sonic Riders: Zero Gravity,Wii,2008.0,Racing,Sega,0.48,0.32,0.02,0.09,0.91,56.0,26.0,8.1,57.0,Sonic Team,E,sonic riders zero gravity,1,0.004043466540955881,0.010060211630881744,0
AMF Bowling Pinbusters!,Wii,2007.0,Sports,Bethesda Softworks,0.84,0.0,0.0,0.07,0.91,,,,,,,amf bowling pinbusters,1,0.0071770339460306126,0.0006280457889246561,0
Super Momotarou Dentetsu III,SNES,1994.0,Simulation,Hudson Soft,0.0,0.0,0.91,0.0,0.91,,,,,,,super momotarou dentetsu iii,3,0.03715732136155605,0.08269565484965333,0
Sonic Mega Collection Plus,XB,2004.0,Misc,Sega,0.61,0.26,0.0,0.04,0.91,75.0,20.0,7.9,12.0,Sonic Team,E,sonic mega collection plus,1,0.01980674094771704,0.04781325538828589,0
Operation Flashpoint: Dragon Rising,PS3,2009.0,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76.0,42.0,6.5,53.0,Codemasters,M,operation flashpoint dragon rising,1,0.009635991238780645,-0.00534104089372072,0
Tiger Woods PGA Tour 2002,PS2,2002.0,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9,80.0,23.0,7.6,5.0,EA Sports,E,tiger woods pga tour 2002,1,0.0415504087230958,0.03687840106658883,0
Lost Odyssey,X360,2007.0,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78.0,68.0,8.3,432.0,Mistwalker,T,lost odyssey,1,0.0088412147370547,0.011767561356604464,0
Street Fighter V,PS4,2016.0,Fighting,Capcom,0.4,0.28,0.08,0.14,0.9,77.0,80.0,3.4,1221.0,Capcom,T,street fighter v,1,0.0349078441912838,0.012699768028180127,0
Just Cause 3,XOne,2015.0,Action,Square Enix,0.44,0.39,0.0,0.08,0.9,71.0,24.0,7,186.0,Avalanche Studios,M,just cause 3,1,-0.003603984677091284,0.020447461183587493,0
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996.0,Racing,ASCII Entertainment,0.0,0.0,0.9,0.0,0.9,,,,,,,mini yonku shining scorpion let s go,1,0.003778037352229223,0.006944587890788317,0
MLB 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.9,78.0,36.0,7.6,9.0,989 Sports,E,mlb 2005,1,0.018714934079057416,0.003995870875606205,0
Marvel: Ultimate Alliance 2,X360,2009.0,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.9,73.0,75.0,7.3,82.0,Vicarious Visions,T,marvel ultimate alliance 2,1,0.011974454138786676,0.029644670152716632,0
Burnout Revenge,PS2,2005.0,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,90.0,52.0,8.8,114.0,Criterion Games,E10+,burnout revenge,1,0.005575116614966237,0.0058198222344191955,0
Crysis 3,X360,2013.0,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76.0,45.0,6.7,344.0,Crytek,M,crysis 3,1,0.0001461140037144318,5.7529775599940085e-05,0
Far Cry 4,X360,2014.0,Shooter,Ubisoft,0.45,0.37,0.0,0.08,0.9,,,7,109.0,Ubisoft Montreal,M,far cry 4,1,0.00284758563041404,-8.134634543721119e-05,0
The Witcher 2: Assassins of Kings,X360,2012.0,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,88.0,82.0,8.3,818.0,CD Projekt Red Studio,M,the witcher 2 assassins of kings,1,0.0014887947009450324,0.0012938705322789003,0
Homefront,PS3,2011.0,Shooter,THQ,0.32,0.39,0.04,0.15,0.9,70.0,60.0,5.7,174.0,Kaos Studios,M,homefront,1,-9.622669436622445e-05,0.0006231531920979331,0
Destruction Derby,PS,1995.0,Racing,Psygnosis,0.5,0.34,0.0,0.06,0.9,,,,,,,destruction derby,1,0.0029736918924171372,0.0032799711610558436,0
LEGO Jurassic World,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.9,70.0,46.0,7,80.0,TT Games,E10+,lego jurassic world,9,0.1368980543949951,0.1645495551729545,0
Avatar: The Game,PS3,2009.0,Action,Ubisoft,0.32,0.42,0.0,0.16,0.9,,,,,,,avatar the game,3,0.010358656730491944,0.08193736958908333,0
The Elder Scrolls Online,PC,2014.0,Role-Playing,Bethesda Softworks,0.32,0.51,0.0,0.07,0.9,71.0,64.0,5.7,2421.0,ZeniMax Media,M,the elder scrolls online,1,0.0017271411212930582,0.004173819128817656,0
3Xtreme,PS,1999.0,Action,989 Studios,0.5,0.34,0.0,0.06,0.9,,,,,,,3xtreme,1,0.0,0.0,0
Hot Shots Tennis,PS2,2006.0,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,70.0,44.0,8.1,8.0,Clap Hanz,E,hot shots tennis,1,0.010457623596197988,0.01093806368852997,0
MX vs. ATV Reflex,PS3,2009.0,Racing,THQ,0.52,0.25,0.0,0.12,0.9,74.0,44.0,7.4,10.0,Rainbow Studios,E,mx vs atv reflex,1,0.008852804261273592,0.008956416649454756,0
Madden NFL 25,PS4,2013.0,Sports,Electronic Arts,0.63,0.13,0.0,0.15,0.9,74.0,13.0,5.2,118.0,EA Sports,E,madden nfl 25,4,0.026429440397094217,0.042673511466337376,0
Sonic Heroes,XB,2003.0,Platform,Sega,0.41,0.43,0.01,0.05,0.9,73.0,28.0,7.6,34.0,Sonic Team,E,sonic heroes,1,0.013968707820431442,0.04643096867858142,0
Madden NFL 99,N64,1998.0,Sports,Electronic Arts,0.84,0.05,0.0,0.01,0.9,,,,,,,madden nfl 99,4,0.03892925368642626,0.05063024884630329,0
Spider-Man 3,PS2,2007.0,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50.0,14.0,6.5,28.0,Vicarious Visions,T,spider man 3,6,0.03619900684230935,0.1493962012627844,0
James Bond 007: Agent Under Fire,XB,2002.0,Shooter,Electronic Arts,0.65,0.22,0.0,0.03,0.9,71.0,16.0,7.5,15.0,Electronic Arts,T,james bond 007 agent under fire,1,0.003916462033324884,0.0035736922248433144,0
LEGO Pirates of the Caribbean: The Video Game,DS,2011.0,Action,Disney Interactive Studios,0.34,0.46,0.0,0.1,0.9,69.0,5.0,tbd,,Traveller's Tales,E10+,lego pirates of the caribbean the video game,3,0.02612492694168843,0.11348189475994429,0
LEGO Marvel Super Heroes,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.9,61.0,4.0,5.2,11.0,TT Games,E10+,lego marvel super heroes,3,0.05354910276809331,0.1592377843663929,0
DJ Hero,PS3,2009.0,Misc,Activision,0.42,0.34,0.0,0.14,0.9,86.0,53.0,7.8,49.0,FreeStyleGames,T,dj hero,1,0.007261298431001209,0.02346291438964003,0
Skylanders: Trap Team,X360,2014.0,Action,Activision,0.54,0.27,0.0,0.08,0.9,,,tbd,,Toys for Bob,E10+,skylanders trap team,1,0.005476064606177605,5.06132011530161e-05,0
X-Men Legends,XB,2004.0,Role-Playing,Activision,0.62,0.24,0.0,0.04,0.9,82.0,63.0,8.5,14.0,Raven Software,T,x men legends,1,0.011648391106489393,0.0172886927613005,0
NBA Live 2005,XB,2004.0,Sports,Electronic Arts,0.81,0.05,0.0,0.04,0.9,85.0,28.0,7.6,14.0,EA Canada,E,nba live 2005,1,-0.001163092880094794,-0.053254540511481895,0
Harry Potter: Quidditch World Cup,PS2,2003.0,Sports,Electronic Arts,0.44,0.34,0.0,0.11,0.9,68.0,21.0,6.6,27.0,Magic Pockets,E,harry potter quidditch world cup,1,0.11610961019165633,0.11192901065564957,0
LEGO The Lord of the Rings,Wii,2012.0,Action,Warner Bros. Interactive Entertainment,0.48,0.34,0.0,0.07,0.9,,,7.2,21.0,TT Games,E10+,lego the lord of the rings,9,0.017520683894664532,0.043053781960961664,0
Madagascar,GBA,2005.0,Platform,Activision,0.62,0.24,0.0,0.03,0.89,71.0,6.0,tbd,,Vicarious Visions,E,madagascar,1,0.00016797239521251775,0.00044946598311677215,0
Blitz: The League,PS2,2005.0,Sports,Unknown,0.74,0.03,0.0,0.12,0.89,76.0,25.0,8,20.0,Midway,M,blitz the league,1,0.03660747738791811,0.005579134171416963,0
The Biggest Loser: Ultimate Workout,X360,2010.0,Sports,THQ,0.73,0.1,0.0,0.06,0.89,68.0,11.0,tbd,,Blitz Games Studios,E,the biggest loser ultimate workout,1,0.005310252204845133,0.008516724848556301,0
Castlevania: Circle of the Moon,GBA,2001.0,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,91.0,22.0,8.5,59.0,KCEK,T,castlevania circle of the moon,1,0.00358515194104359,0.005789953094728816,0
SOCOM 4: U.S. Navy SEALs,PS3,2011.0,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,67.0,64.0,6.3,121.0,Zipper Interactive,M,socom 4 u s navy seals,1,0.0006346625682025561,0.0014025107335902114,0
Tiger Woods PGA Tour 06,PS2,2005.0,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,83.0,29.0,6.2,16.0,EA Sports,E,tiger woods pga tour 06,1,0.03582655107363917,0.031324431106292766,0
FIFA Street,X360,2012.0,Sports,Electronic Arts,0.17,0.62,0.0,0.1,0.89,77.0,47.0,6.7,58.0,EA Sports,E,fifa street,1,0.1508270900873082,-0.015953081806281542,0
Classic NES Series: The Legend of Zelda,GBA,2004.0,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,84.0,16.0,8.6,58.0,Nintendo,E,classic nes series the legend of zelda,1,0.014807263303301559,0.023072270481164486,0
Fire Emblem: The Sacred Stones,GBA,2004.0,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,85.0,38.0,9.1,132.0,Intelligent Systems,E,fire emblem the sacred stones,1,0.0008700224494822485,0.0002873271963958761,0
Cars 2,Wii,2011.0,Racing,Disney Interactive Studios,0.43,0.37,0.0,0.09,0.89,,,,,,,cars 2,1,0.004712601829744099,0.0045655151722245185,0
TouchMaster 2,DS,2008.0,Puzzle,Midway Games,0.3,0.49,0.0,0.1,0.89,76.0,8.0,tbd,,Midway Studios - San Diego,E,touchmaster 2,1,0.00033323307851586964,-4.7023364107101356e-05,0
Pokemon Card GB2: Here Comes Team GR!,GB,2001.0,Strategy,Nintendo,0.0,0.0,0.89,0.0,0.89,,,,,,,pokemon card gb2 here comes team gr,1,0.010574537931070405,0.00562207961157375,0
MLB 16: The Show,PS4,2016.0,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.17,0.89,,,,,,,mlb 16 the show,1,0.010387519796645232,-0.001488235948134023,0
Killzone: Liberation,PSP,2006.0,Shooter,Sony Computer Entertainment,0.44,0.27,0.0,0.18,0.89,77.0,56.0,8.3,80.0,Guerrilla,T,killzone liberation,1,2.4028354802303227e-05,5.1950027511405835e-05,0
Finding Nemo,GC,2003.0,Action,THQ,0.69,0.18,0.0,0.02,0.89,62.0,11.0,5.5,8.0,Traveller's Tales,E,finding nemo,1,0.00013468151203408667,0.0006906705556165627,0
Lego Batman 3: Beyond Gotham,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.48,0.33,0.0,0.08,0.89,,,6.8,14.0,TT Games,E10+,lego batman 3 beyond gotham,9,0.018434211656941205,0.04700457344339035,0
Ace Combat 2,PS,1997.0,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,83.0,10.0,8.2,22.0,Namco,T,ace combat 2,1,0.0030552562508189955,0.0052148368920583305,0
NFL 2K2,PS2,2001.0,Sports,Sega,0.44,0.34,0.0,0.11,0.89,85.0,16.0,7.5,6.0,Visual Concepts,E,nfl 2k2,4,0.01644420337916041,0.021322029284481823,0
Pure,PS3,2008.0,Racing,Disney Interactive Studios,0.42,0.33,0.0,0.14,0.89,83.0,43.0,7.8,30.0,Black Rock Studio,E,pure,1,0.0001658183369169916,0.00012016744535150078,0
We Ski & Snowboard,Wii,2008.0,Sports,Atari,0.38,0.29,0.15,0.08,0.89,,,,,,,we ski snowboard,1,0.00044162737335220814,0.0006318070823711715,0
Resistance: Retribution,PSP,2009.0,Shooter,Sony Computer Entertainment,0.27,0.35,0.05,0.21,0.89,81.0,67.0,8.1,84.0,Sony Bend,M,resistance retribution,1,0.00024204377474400652,0.001360282812792283,0
Call of Duty: World at War,DS,2008.0,Shooter,Activision,0.56,0.25,0.0,0.08,0.89,75.0,12.0,7.8,20.0,n-Space,T,call of duty world at war,1,0.13667002928214028,0.14048546029485048,0
Tiger Woods PGA Tour 12: The Masters,PS3,2011.0,Sports,Electronic Arts,0.52,0.25,0.0,0.11,0.89,80.0,41.0,7.3,17.0,Electronic Arts,E,tiger woods pga tour 12 the masters,1,0.033001819012313284,0.028851949807945167,0
CSI: Hard Evidence,Wii,2008.0,Adventure,Ubisoft,0.36,0.43,0.0,0.1,0.89,,,,,,,csi hard evidence,1,0.0003335651587606305,0.000459152404831494,0
MLB 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.49,0.34,0.0,0.06,0.89,,,,,,,mlb 2001,1,0.014842482975878313,-0.0035852955521345044,0
The Jak and Daxter Collection,PS3,2012.0,Platform,Sony Computer Entertainment,0.6,0.18,0.0,0.11,0.89,,,,,,,the jak and daxter collection,1,0.005868350548052866,0.010324489926816227,0
FIFA Soccer 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.28,0.51,0.0,0.09,0.89,80.0,18.0,8.4,22.0,EA Canada,E,fifa soccer 09 all play,1,0.27436132541714486,-0.04557709711781493,0
SingStar Anthems,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,0.68,0.0,0.2,0.89,,,,,,,singstar anthems,1,-0.002172881353142931,0.016680373929017132,0
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009.0,Action,Activision,0.47,0.29,0.0,0.13,0.89,70.0,25.0,7.1,16.0,Traveller's Tales,E10+,lego indiana jones 2 the adventure continues,1,0.014242211137924085,0.030678021618815093,0
Seiken Densetsu 3,SNES,1995.0,Role-Playing,SquareSoft,0.0,0.0,0.89,0.0,0.89,,,,,,,seiken densetsu 3,1,0.002714835733482164,0.000949635918743574,0
Fossil Fighters,DS,2008.0,Role-Playing,Nintendo,0.83,0.0,0.0,0.06,0.89,70.0,17.0,7.9,15.0,RED Entertainment,E,fossil fighters,1,0.0003802352847221515,0.0024023560906512222,0
Buzz! Quiz TV,PS3,2008.0,Misc,Sony Computer Entertainment,0.28,0.47,0.0,0.13,0.89,,,,,,,buzz quiz tv,1,0.004120730984552765,0.008120731187963675,0
NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.82,0.0,0.0,0.07,0.89,79.0,9.0,4.1,34.0,EA Tiburon,E,ncaa football 13,1,0.03737235860447569,0.004235353017161018,0
Samba De Amigo,Wii,2008.0,Misc,Sega,0.41,0.37,0.01,0.09,0.88,68.0,43.0,8.1,40.0,Gearbox Software,E,samba de amigo,1,0.0,0.0,0
Mega Man 8 Anniversary Collector's Edition,PS,1996.0,Platform,Capcom,0.44,0.3,0.09,0.06,0.88,,,,,,,mega man 8 anniversary collector s edition,6,0.035617087659635796,0.11076975364939068,0
The Simpsons Game,PS3,2007.0,Action,Electronic Arts,0.38,0.36,0.0,0.15,0.88,71.0,30.0,7.5,49.0,EA Redwood Shores,T,the simpsons game,3,0.010465216664141415,0.0814767745099511,0
Call of Duty: Modern Warfare 2,PC,2009.0,Shooter,Activision,0.01,0.79,0.0,0.09,0.88,86.0,40.0,4.2,6430.0,Infinity Ward,M,call of duty modern warfare 2,1,0.006102442978662683,0.00541269279477984,0
The Tomb Raider Trilogy,PS3,2011.0,Action,Square Enix,0.27,0.46,0.0,0.15,0.88,78.0,37.0,8.1,60.0,Crystal Dynamics,T,the tomb raider trilogy,1,0.006382146628369802,0.02230081217248757,0
F1 2010,X360,2010.0,Racing,Codemasters,0.18,0.59,0.01,0.1,0.88,84.0,43.0,7.5,65.0,Codemasters Birmingham,E,f1 2010,0,0.042041265421088006,-0.007392543565852972,0
Call of Juarez: Bound in Blood,PS3,2009.0,Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88,78.0,47.0,7.8,91.0,Techland,M,call of juarez bound in blood,1,0.0012287474785529103,0.0030127270335835597,0
Minecraft: Story Mode,X360,2015.0,Adventure,Mojang,0.48,0.33,0.0,0.08,0.88,,,,,,,minecraft story mode,1,0.0019325929520849477,0.004096581089674522,0
Rhythm Heaven,Wii,,Misc,Unknown,0.11,0.0,0.77,0.01,0.88,,,,,,,rhythm heaven,1,0.00010861592144970577,0.0010052813994972526,0
NBA 2K6,PS2,2005.0,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88,84.0,23.0,8.3,13.0,Visual Concepts,E,nba 2k6,1,-0.007578051860599477,-0.04285245421300236,0
Dissidia 012: Duodecim Final Fantasy,PSP,2011.0,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.88,78.0,52.0,8.3,144.0,Square Enix,T,dissidia 012 duodecim final fantasy,1,0.089798245255251,-0.02673791571203833,0
Buzz! The Mega Quiz,PS2,2007.0,Misc,Sony Computer Entertainment,0.32,0.06,0.0,0.5,0.88,,,,,,,buzz the mega quiz,1,0.013312709930074341,0.04520688560788505,0
Star Wars: Rebel Assault II - The Hidden Empire,PS,1996.0,Shooter,CTO SpA,0.49,0.33,0.0,0.06,0.88,,,,,,,star wars rebel assault ii the hidden empire,9,0.10827370803964725,0.31003844810896475,0
Monster 4X4: World Circuit,Wii,2006.0,Racing,Ubisoft,0.8,0.0,0.01,0.07,0.88,51.0,11.0,7.8,17.0,Ubisoft,E,monster 4x4 world circuit,1,0.10788050080609944,0.1101390206734784,0
Far Cry: Primal,XOne,2016.0,Action,Ubisoft,0.47,0.33,0.0,0.08,0.88,77.0,27.0,6.4,194.0,Ubisoft Montreal,M,far cry primal,1,0.0019348436417931988,-3.4655339773314925e-05,0
Resident Evil: Revelations,3DS,2012.0,Action,Capcom,0.3,0.22,0.3,0.05,0.88,82.0,78.0,8.5,397.0,Capcom,M,resident evil revelations,1,-0.018866109266279275,0.08012500101753584,0
Sonic Chronicles: The Dark Brotherhood,DS,2008.0,Role-Playing,Sega,0.5,0.29,0.01,0.08,0.88,74.0,55.0,7.3,81.0,BioWare,E,sonic chronicles the dark brotherhood,1,0.01541440186433675,0.015328043498315834,0
Star Wars: The Force Unleashed,DS,2008.0,Action,LucasArts,0.5,0.28,0.0,0.09,0.88,61.0,8.0,5.5,18.0,n-Space,T,star wars the force unleashed,9,0.09468747478833932,0.3198134473871586,0
Grand Theft Auto IV,PC,2008.0,Action,Take-Two Interactive,0.01,0.79,0.0,0.07,0.88,90.0,40.0,6.6,2299.0,Rockstar Toronto,M,grand theft auto iv,1,0.005974989394245381,0.009231135264265061,0
Rock Band 3,X360,2010.0,Misc,MTV Games,0.73,0.09,0.0,0.06,0.88,93.0,57.0,8.2,137.0,Harmonix Music Systems,T,rock band 3,1,-0.014842060434104326,0.03824098756285054,0
WWE SmackDown vs. Raw 2011,X360,2010.0,Fighting,THQ,0.44,0.35,0.0,0.08,0.88,75.0,49.0,7.6,45.0,Yuke's,T,wwe smackdown vs raw 2011,1,0.030110050366902476,-0.0006236734176857686,0
ESPN NHL 2K5,PS2,2004.0,Sports,Global Star,0.43,0.33,0.0,0.11,0.88,86.0,25.0,8.1,18.0,Kush Games,E,espn nhl 2k5,1,0.009288846933936307,-0.01616205689962481,0
Borderlands: The Handsome Collection,PS4,2015.0,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88,82.0,49.0,7.8,345.0,Gearbox Software,M,borderlands the handsome collection,1,0.008445170253047557,0.015756817684120794,0
Crimson Skies: High Road to Revenge,XB,2003.0,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87,88.0,49.0,8.8,45.0,FASA Studio,T,crimson skies high road to revenge,1,0.008585623551938535,0.007631404111418742,0
Madden NFL 08,Wii,2007.0,Sports,Electronic Arts,0.8,0.0,0.0,0.07,0.87,76.0,29.0,6.8,27.0,EA Tiburon,E,madden nfl 08,4,0.03941003770771003,0.04398470876945636,0
Spec Ops: Ranger Elite,PS,2001.0,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.87,48.0,4.0,6.6,16.0,Runecraft,T,spec ops ranger elite,1,0.0022791106953825874,0.004607461803652786,0
Gex,PS,1995.0,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87,,,,,,,gex,1,4.986246691011766e-05,5.6830223048126094e-05,0
F1 2009,Wii,2009.0,Racing,Codemasters,0.15,0.62,0.0,0.11,0.87,69.0,29.0,7.2,30.0,Sumo Digital,E,f1 2009,0,0.027002776077829083,-0.005229143753808806,0
Derby Stallion II,SNES,1994.0,Sports,ASCII Entertainment,0.0,0.0,0.87,0.0,0.87,,,,,,,derby stallion ii,1,0.04593905487114072,0.09668964395886455,0
Tom Clancy's Ghost Recon: Island Thunder,XB,2003.0,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87,81.0,33.0,8.8,17.0,Red Storm Entertainment,M,tom clancy s ghost recon island thunder,1,0.010339394961029097,-0.01577963560691655,0
Sleeping Dogs,X360,2012.0,Action,Square Enix ,0.38,0.4,0.01,0.08,0.87,80.0,47.0,7.9,468.0,United Front Games,M,sleeping dogs,1,0.00013808869439969738,2.417823675295298e-05,0
Kingdoms of Amalur: Reckoning,X360,2012.0,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,0.87,80.0,71.0,7.7,446.0,Big Huge Games,M,kingdoms of amalur reckoning,1,0.0020366056867955006,0.0032881206548422155,0
Metal Gear Ac!d,PSP,2004.0,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.87,,,,,,,metal gear ac d,1,0.008102581088375386,-0.007500702789941374,0
Need for Speed: V-Rally,PS,1997.0,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87,,,,,,,need for speed v rally,1,0.030093923241228067,0.025133922321522232,0
Monster Strike 3DS,3DS,2015.0,Action,"mixi, Inc",0.0,0.0,0.87,0.0,0.87,,,,,,,monster strike 3ds,1,0.0029682900085630302,0.008961203855287831,0
Kingdom Hearts Re: Chain of Memories,PS2,2008.0,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87,68.0,20.0,7.2,105.0,Jupiter Corporation,E10+,kingdom hearts re chain of memories,1,0.00594366936863925,0.008899985252499626,0
Phantasy Star Portable 2,PSP,2009.0,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.87,69.0,27.0,8.1,35.0,Alfa System,T,phantasy star portable 2,9,0.05519024976397749,0.13680046025673728,0
Peppa Pig: The Game,DS,2008.0,Misc,Pinnacle,0.0,0.81,0.0,0.06,0.87,,,,,,,peppa pig the game,3,0.008102136909569286,0.06134021624273539,0
Michael Jackson: The Experience,X360,2011.0,Misc,Ubisoft,0.62,0.18,0.0,0.07,0.87,63.0,31.0,6.8,29.0,Ubisoft Montreal,E10+,michael jackson the experience,1,0.0005181352380131544,0.0010306607721927983,0
NFL GameDay '97,PS,1996.0,Sports,Sony Computer Entertainment,0.48,0.33,0.0,0.06,0.87,,,,,,,nfl gameday 97,4,0.019375873039368458,0.013856691983322894,0
LittleBigPlanet Karting,PS3,2012.0,Action,Sony Computer Entertainment,0.42,0.3,0.01,0.15,0.87,73.0,69.0,6.9,159.0,"Media Molecule, United Front Games",E,littlebigplanet karting,1,-2.156767357884278e-08,9.197576913312901e-08,0
Tony Hawk's Project 8,PS2,2006.0,Sports,Activision,0.72,0.03,0.0,0.12,0.87,69.0,17.0,7.3,19.0,Shaba Games,T,tony hawk s project 8,1,0.039928643583620235,-0.03438810147581474,0
NHL 2000,PS,1998.0,Sports,Electronic Arts,0.48,0.33,0.0,0.06,0.87,,,,,,,nhl 2000,1,0.026280330019181113,-0.02952570319860196,0
GRID,X360,2008.0,Racing,Codemasters,0.33,0.44,0.01,0.09,0.87,87.0,62.0,7.9,131.0,Codemasters,E,grid,1,-7.3575664650907124e-06,3.641587545150879e-05,0
DiRT,X360,2007.0,Racing,Codemasters,0.38,0.4,0.0,0.09,0.87,83.0,59.0,7.4,94.0,Codemasters,E,dirt,1,0.0016894612585884382,0.00016801662405150334,0
Buzz! Master Quiz,PSP,2008.0,Misc,Sony Computer Entertainment,0.2,0.44,0.0,0.23,0.87,,,,,,,buzz master quiz,1,0.00605873629462141,0.00879264261157791,0
Red Faction: Guerrilla,X360,2009.0,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,85.0,84.0,8.1,237.0,Volition Inc.,M,red faction guerrilla,1,0.005112733819995873,0.013010064530508613,0
Fight Night Round 2,PS2,2005.0,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87,88.0,37.0,9,37.0,EA Sports,T,fight night round 2,1,0.004604033920275159,0.0020271956690953025,0
Conflict: Desert Storm,XB,2002.0,Shooter,SCi,0.48,0.37,0.0,0.02,0.87,65.0,14.0,8.1,17.0,SCi,T,conflict desert storm,1,0.004508087980123625,0.007581670221946331,0
